EnsembleID	GeneSymbol/Users/jimmiinguyen/Downloads/GSE131671_LungBasal.coding.qn.txt	SJW-RNA_CRE-2	SJW-RNA_CRE-3	SJW-RNA_WT-1	SJW-RNA_WT-2	SJW-RNA_WT-3
ENSMUSG00000037465	Klf10	20.19428333	24.19528333	30.14246667	23.11653333	23.64236667
ENSMUSG00000037461	Ints7	8.9943	12.32261667	7.9927	9.059401667	12.04156667
ENSMUSG00000001123	Lgals9	29.31028333	33.35596667	22.28341667	18.6213	19.90243333
ENSMUSG00000031709	Tbc1d9	1.046476667	0.935187333	2.072976667	1.152445	0.908125667
ENSMUSG00000031708	Tecr	98.0953	88.28441667	109.2611667	103.7360333	86.44861667
ENSMUSG00000031706	Rfx1	4.489598333	4.544121667	4.018543333	4.455376667	4.551856667
ENSMUSG00000031701	Dnaja2	52.03265	49.40578333	50.90855	51.40098333	53.53601667
ENSMUSG00000031700	Gpt2	7.809148333	8.871856667	17.50035	10.69398333	10.20844667
ENSMUSG00000031703	Itfg1	24.9455	21.44808333	31.79816667	27.00218333	21.71728333
ENSMUSG00000003458	Ncstn	45.15038333	42.97651667	72.22103333	57.62766667	47.35445
ENSMUSG00000023008	Fmnl3	16.44541667	17.02451667	3.514645	11.21055	9.855321667
ENSMUSG00000023004	Tuba1b	243.7411667	383.6363333	121.9496667	185.5876667	301.3203333
ENSMUSG00000023000	Dhh	0.842942167	1.158346667	0.4576325	1.42391	1.15156
ENSMUSG00000026032	Ndufb3	51.98641667	48.76878333	54.3313	50.28581667	54.01091667
ENSMUSG00000026031	Cflar	43.36446667	41.32116667	40.44056667	46.50375	44.30705
ENSMUSG00000026037	Orc2	10.293895	10.47848333	5.460873333	9.356193333	11.27995
ENSMUSG00000026036	Nif3l1	8.299088333	8.823475	5.847991667	8.329938333	9.558238333
ENSMUSG00000026035	Ppil3	15.89873333	14.38668333	9.795498333	13.02433333	16.90026667
ENSMUSG00000026034	Clk1	81.95676667	44.4655	112.6185	96.11065	53.37001667
ENSMUSG00000026039	Sgol2	4.919701667	6.941263333	2.788605	5.208308333	7.308141667
ENSMUSG00000034285	Nipsnap1	12.02471667	12.71798333	9.750163333	12.86805	14.82431667
ENSMUSG00000034282	Evpl	7.469218333	4.487416667	20.17785	19.36678333	10.97256667
ENSMUSG00000073633	Fbxo36	11.6708	10.20049167	10.42485833	7.565733333	7.903758333
ENSMUSG00000073639	Rab18	62.9867	57.49586667	59.77173333	62.79923333	57.31463333
ENSMUSG00000049553	Polr1a	16.55431667	16.40113333	7.013151667	14.82985	13.32843333
ENSMUSG00000049550	Clip1	18.86426667	15.82063333	27.81491667	27.44745	19.64231667
ENSMUSG00000049555	Tmie	4.420226667	1.154973333	22.09765	7.203826667	1.727318333
ENSMUSG00000069678	Pcgf1	7.850071667	6.262155	7.146551667	7.679401667	8.041968333
ENSMUSG00000046269	Usp27x	0.845425167	0.932165333	1.299825	1.092673333	1.59803
ENSMUSG00000030816	Rnf40	15.88231667	16.2695	16.62891667	16.45436667	16.24435
ENSMUSG00000022357	Klhl38	0.541030833	0.746519	3.847893333	0.633392833	0.495328
ENSMUSG00000022354	Ndufb9	242.3148333	228.9263333	107.978	157.911	169.6711667
ENSMUSG00000022358	Fbxo32	9.409398333	14.95516667	27.73351667	10.66558333	14.79086667
ENSMUSG00000022359	Wdyhv1	9.089791667	8.430266667	7.203826667	8.2024	7.96613
ENSMUSG00000034868	Myl12b	146.8926667	153.01	319.254	156.9135	126.9338333
ENSMUSG00000034863	Ano8	14.30925	14.0632	5.517086667	10.46918333	10.04078333
ENSMUSG00000058325	Dock1	9.396615	10.87306667	11.99183333	9.847945	9.689745
ENSMUSG00000045795	Whamm	3.29015	2.802528333	6.536068333	2.857271667	2.995035
ENSMUSG00000045790	Ccdc149	2.009216667	2.19318	3.329046667	2.504136667	2.985943333
ENSMUSG00000089951	Gm14435	17.74796667	14.9182	15.62538333	15.60618333	10.58528333
ENSMUSG00000006241	Ccdc159	1.822615	2.099893333	1.380953333	1.723646667	1.595056667
ENSMUSG00000042211	Fbxo38	16.54381667	16.95358333	15.99551667	18.34168333	16.6014
ENSMUSG00000042213	Zfand4	1.299198333	1.916233333	0.774245167	1.406718333	1.961041667
ENSMUSG00000042212	Sprr2d	0.824373833	1.859511667	0.7140425	0.821974333	1.488541667
ENSMUSG00000042215	Bag2	8.386968333	9.790806667	11.41843333	10.27170667	10.97531667
ENSMUSG00000042216	Sgsm1	0.547374667	0.895722	2.148606667	0.884404333	1.239351667
ENSMUSG00000045248	Med26	2.716148333	2.460813333	2.013278333	2.557	2.429455
ENSMUSG00000030934	Oat	33.08656667	39.71641667	40.79305	31.95915	40.23041667
ENSMUSG00000032425	Zfp949	2.492011667	2.611333333	4.175153333	2.968831667	2.981095
ENSMUSG00000032420	Nt5e	48.935	38.08878333	204.764	69.28518333	44.07913333
ENSMUSG00000032423	Syncrip	57.91035	69.12333333	41.89131667	55.92125	72.0067
ENSMUSG00000032422	Snx14	18.78058333	16.25518333	23.422475	20.71568333	15.29033333
ENSMUSG00000029093	Sorcs2	0.895722	1.180121667	5.87209	1.587061667	1.50713
ENSMUSG00000031143	Ccdc22	5.14468	6.36443	4.89866	5.129175	6.112915
ENSMUSG00000034438	Gbp8	0.808576667	0.514667167	1.177533333	0.657765333	0.45624
ENSMUSG00000029097	Trmt44	3.210816667	3.698096667	2.324075	3.48666	3.204751667
ENSMUSG00000029098	Acox3	9.260476667	10.07001667	18.06926667	11.9362	7.868933333
ENSMUSG00000041548	Hspb8	23.39816667	17.39608333	20.687	23.48701667	17.01735
ENSMUSG00000058093	AA987161	3.025686667	2.284981667	3.831966667	2.94045	2.619458333
ENSMUSG00000041540	Sox5	0.571270167	1.38343	0.416748333	0.3858035	0.816119667
ENSMUSG00000024592	C330018D20Rik	4.156366667	3.51247	6.23054	4.839228333	3.784286667
ENSMUSG00000024590	Lmnb1	18.34805	33.62528333	23.62855	21.60343333	42.34123333
ENSMUSG00000031148	Gpkow	13.6035	14.61745	16.08838333	15.022	14.51475
ENSMUSG00000024597	Slc12a2	44.23373333	35.00646667	73.9924	67.54155	49.99775
ENSMUSG00000024594	Prrc1	7.59476	8.251728333	9.049053333	8.692013333	9.60745
ENSMUSG00000032301	Psma4	92.77945	89.23181667	56.24855	89.74735	88.56973333
ENSMUSG00000026456	Cyb5r1	24.03238333	28.5838	22.3524	30.39266667	29.63073333
ENSMUSG00000032305	Fam219b	5.680063333	4.952913333	4.91881	5.891976667	5.416635
ENSMUSG00000041895	Wipi1	18.54696667	20.06016667	12.26413333	14.46565	15.9599
ENSMUSG00000041890	Git2	12.82015	10.68256667	14.13983333	12.45213333	11.6789
ENSMUSG00000041891	Lman1	41.11446667	39.78853333	43.17173333	41.62075	42.89441667
ENSMUSG00000047497	Adamts12	1.716848333	1.6528	0.297522	1.428251667	1.154973333
ENSMUSG00000014837	4931428F04Rik	1.570446667	1.517415	1.08824	1.392695	1.757606667
ENSMUSG00000000838	Fmr1	21.33071667	26.96836667	26.44406667	21.46298333	24.33056667
ENSMUSG00000057454	Lypd3	2.26918	1.712645	6.498703333	6.79892	5.872905
ENSMUSG00000055320	Tead1	41.30776667	45.92431667	46.48576667	46.02228333	53.83841667
ENSMUSG00000000290	Itgb2	3.347665	3.754226667	1.10114	2.931403333	2.831895
ENSMUSG00000098794	RP23-395P6.9	0.932607333	0.016426083	0.547799333	0.661355667	1.484665
ENSMUSG00000057181	5730455P16Rik	9.886008333	9.006926667	7.065868333	9.034208333	7.832611667
ENSMUSG00000061461	Smim20	9.258763333	7.641041667	12.4773	13.7451	12.04629167
ENSMUSG00000093916	Gm379	0.5212855	0.9965775	1.119623333	0.351080333	0.946074333
ENSMUSG00000016528	Mapkapk2	39.1721	45.68323333	48.78941667	37.26465	43.27496667
ENSMUSG00000016526	Dyrk3	10.619	11.65373333	7.489543333	8.03557	9.65561
ENSMUSG00000016520	Lnx2	3.75666	3.131048333	3.28787	3.430491667	3.768033333
ENSMUSG00000053600	Zfp472	1.915201667	2.016955	2.569978333	1.917188333	2.12269
ENSMUSG00000053604	Rpia	17.79756667	18.66153333	24.22163333	24.1157	22.83526667
ENSMUSG00000036138	Acaa1a	29.39461667	26.4305	40.0778	25.83298333	26.20616667
ENSMUSG00000099041	LRRC8A	1.143248333	1.002672833	1.326045	1.822151667	1.278635
ENSMUSG00000078302	Foxd1	1.491918333	1.400688333	0.558450167	1.04257	1.159925
ENSMUSG00000051934	Spats2	21.57133333	22.64873333	9.944841667	17.66188333	19.46743333
ENSMUSG00000037669	1110057K04Rik	13.4285	13.20706667	10.24573333	12.80291667	12.03473333
ENSMUSG00000097328	Tnfsf12	6.849393333	7.406415	3.663726667	4.695951667	5.00065
ENSMUSG00000037661	Gpr160	1.103533333	1.079198333	2.968831667	1.378065	1.172711667
ENSMUSG00000032086	Bace1	28.2057	25.44191667	18.217	28.68558333	23.94675
ENSMUSG00000039715	Wdr34	5.385018333	6.988593333	6.059466667	5.350023333	5.738546667
ENSMUSG00000039713	Plekhg5	5.239111667	5.05472	3.759775	3.887388333	3.9645
ENSMUSG00000090673	Gm340	3.279095	3.423423333	2.687325	3.213371667	3.536058333
ENSMUSG00000078813	Leng1	5.172876667	4.892556667	4.196306667	5.014331667	5.597311667
ENSMUSG00000023243	Kcnk5	0.456860167	0.228176667	5.592085	1.133913333	0.734045833
ENSMUSG00000019437	Tlcd1	9.070635	11.25616667	10.62675	7.850071667	8.364138333
ENSMUSG00000019432	Ddx39b	103.2858	119.9581667	82.3301	102.4099	121.798
ENSMUSG00000028524	Sgip1	5.534233333	4.019945	8.154905	6.539681667	4.339223333
ENSMUSG00000090053	Palm2	7.6652725	13.75886667	9.746511667	6.770828333	9.834875
ENSMUSG00000050323	Ndufaf6	4.082195	6.121328333	1.822615	2.816266667	4.852491667
ENSMUSG00000000440	Pparg	0.7431285	0.761087167	3.941455	1.479135	0.688889167
ENSMUSG00000031546	Gins4	18.27631667	18.49711667	10.188455	12.71583333	17.75203333
ENSMUSG00000031545	Agpat6	20.77661667	21.92675	15.91485	19.8707	22.64438333
ENSMUSG00000003402	Prkcsh	92.0913	80.21363333	66.32028333	80.87078333	70.2175
ENSMUSG00000097585	Gm26529	1.578558333	1.035533333	1.62337	1.276343333	2.010885
ENSMUSG00000062175	Tgif2	3.12596	3.721988333	2.51033	3.16398	3.88607
ENSMUSG00000025979	Mob4	25.09073333	27.06666667	29.89443333	27.68015	32.38038333
ENSMUSG00000025971	9430016H08Rik	2.115841667	2.310803333	2.383938333	2.35795	2.765175
ENSMUSG00000030208	Emp1	350.929	386.2035	296.9226667	364.946	423.0223333
ENSMUSG00000022191	Drosha	13.77218333	15.5318	11.00096667	13.83848333	14.38668333
ENSMUSG00000022193	Psmb5	70.03033333	72.29465	55.98045	64.40126667	84.1885
ENSMUSG00000022197	Pdzd2	1.193788333	0.730554667	2.662666667	2.5129	1.427333333
ENSMUSG00000090588	Gm9573	0.342561833	0.020792217	0.10638355	1.150093333	0.10225575
ENSMUSG00000030207	8430419L09Rik	1.488541667	1.430285	1.985323333	2.460813333	1.988758333
ENSMUSG00000069622	Gm10273	5.718768333	6.65101	4.884436667	5.694315	6.92235
ENSMUSG00000030204	Ddx47	39.94898333	40.23041667	40.05226667	38.69823333	38.39993333
ENSMUSG00000090150	Acad11	6.012805	4.183815	6.232683333	7.742193333	4.827773333
ENSMUSG00000029670	Ing3	8.150136667	9.528605	5.91752	6.285386667	7.91461
ENSMUSG00000029672	Fam3c	81.38433333	87.81188333	77.31075	72.7112	73.62721667
ENSMUSG00000029673	Auts2	0.277496333	0.7958925	0.926941	0.637071167	1.110571667
ENSMUSG00000029674	Limk1	6.71925	7.004031667	2.052135	5.41875	5.174058333
ENSMUSG00000029676	Pot1a	5.56393	7.096296667	6.227546667	7.273245	7.03052
ENSMUSG00000038145	Snrk	11.03873333	9.471378333	17.16255	15.05453333	10.77011667
ENSMUSG00000038146	Notch3	4.921161667	2.245786667	6.480856667	9.434403333	4.633928333
ENSMUSG00000038141	Tmem181a	17.73613333	12.32441667	35.52073333	25.01965	15.82063333
ENSMUSG00000038143	Stox2	1.332433333	0.743824167	0.514667167	1.924703333	0.917924833
ENSMUSG00000028108	Ecm1	1498.433333	542.3483333	1058.356833	1829.421667	790.0741667
ENSMUSG00000025358	Cdk2	8.958483333	11.57321667	8.777631667	9.536153333	12.0592
ENSMUSG00000025353	Ormdl2	17.27171667	14.72778333	15.8286	18.05443333	16.91251667
ENSMUSG00000025352	Gdf11	6.4162	6.673563333	1.457083333	4.214695	4.949466667
ENSMUSG00000025351	Cd63	381.9793333	407.2128333	433.0901667	283.1016667	378.6698333
ENSMUSG00000025350	Rdh5	8.525498333	4.591091667	4.183815	5.387746667	5.56507
ENSMUSG00000025357	Dgka	25.35145	22.97983333	41.0455	34.73465	29.18886667
ENSMUSG00000028104	Polr3gl	11.92645	8.289976667	13.25506667	9.337891667	7.746685
ENSMUSG00000025355	Mmp19	7.162333333	6.932656667	2.401581667	5.460873333	5.476128333
ENSMUSG00000025354	Dnajc14	12.25745	12.23051667	12.73181667	11.41023333	11.518
ENSMUSG00000062825	Actg1	991.7041667	1107.1585	854.515	870.8908333	1165.83
ENSMUSG00000062826	Ces2f	2.21372	1.219616667	1.709468333	6.452363333	1.784246667
ENSMUSG00000062822	4833420G17Rik	13.22358333	12.98666667	6.850971667	12.93188333	11.42603333
ENSMUSG00000049957	Ccdc137	14.77495	14.45491667	7.469218333	13.34623333	13.01088333
ENSMUSG00000049950	Rpp38	6.889861667	5.180443333	3.779551667	6.560705	5.92687
ENSMUSG00000052214	Opa3	8.931503333	9.094896667	7.757246667	9.077696667	9.853825
ENSMUSG00000071302	2610044O15Rik8	8.361035	7.809148333	5.283675	9.897911667	7.004031667
ENSMUSG00000038059	Smim3	9.388326667	10.88305	5.5904	9.624386667	14.63175
ENSMUSG00000019883	Echdc1	8.799758333	13.64148333	10.33780167	10.2053	11.65218333
ENSMUSG00000019889	Ptprk	32.75331667	23.56206667	35.86628333	35.97315	22.98463333
ENSMUSG00000018287	Spag7	41.43901667	51.62195	38.7375	39.67091667	44.23373333
ENSMUSG00000018286	Psmb6	105.4142667	128.1533333	75.20346667	101.0062	121.5056667
ENSMUSG00000024758	Rtn3	68.68813333	68.25898333	80.58243333	68.25898333	62.19873333
ENSMUSG00000024759	Atl3	30.67198333	25.86731667	35.76485	28.12958333	22.76501667
ENSMUSG00000024750	Zfand5	66.59425	63.73913333	67.36543333	56.57353333	51.36836667
ENSMUSG00000021500	Ddx46	21.89201667	23.2884	19.67503333	21.93381667	23.07491667
ENSMUSG00000021501	Caml	17.77140833	18.37331667	15.4259	17.14855	16.13918333
ENSMUSG00000021506	Pitx1	2.055815	2.162343333	3.770188333	3.004203333	5.487465
ENSMUSG00000060550	H2-Q7	4.261625	4.91881	2.733886667	2.744515	3.893636667
ENSMUSG00000036376	Abt1	6.948391667	7.661335	6.593351667	6.287056667	9.602466667
ENSMUSG00000036275	9530068E07Rik	81.18173333	78.5472	86.65158333	79.19136667	77.85043333
ENSMUSG00000036270	Edc4	16.24435	18.2118	14.41083333	18.90093333	17.14015
ENSMUSG00000036273	Lrrk2	14.82431667	13.7616	2.933431667	8.955403333	7.978738333
ENSMUSG00000036278	Macrod1	6.373343333	4.923523333	9.264123333	4.983681667	4.905608333
ENSMUSG00000036279	Zbtb20	1.300231667	0.939798167	0.001802726	0.614223333	1.026328333
ENSMUSG00000022972	1110004E09Rik	16.19505	15.89873333	21.51538333	16.00238333	20.34441667
ENSMUSG00000022971	Ifnar2	17.37138333	17.861	18.12693333	16.41778333	13.92453333
ENSMUSG00000022974	Paxbp1	39.63866667	34.37968333	47.89963333	44.81653333	32.23245
ENSMUSG00000022978	Mis18a	5.980396667	8.071766667	5.499113333	6.247503333	10.187175
ENSMUSG00000027221	Chst1	18.75695	17.15783333	2.28763	11.29201667	11.24281667
ENSMUSG00000027220	Syt13	5.447735	4.971503333	0.829698	2.659478333	3.904503333
ENSMUSG00000027223	Mapk8ip1	2.777975	2.91165	2.475371667	1.890993333	2.105966667
ENSMUSG00000027222	Pex16	9.771308333	10.83815	8.160245	7.58483	9.083646667
ENSMUSG00000027225	Duoxa2	0.119630167	0.048238692	1.493548333	0.346315833	0.188004667
ENSMUSG00000027224	Duoxa1	2.4845	1.702626667	13.96468333	8.64799	8.039803333
ENSMUSG00000027227	Sord	10.010745	9.177693333	16.93356667	9.29721	7.189846667
ENSMUSG00000040928	S100pbp	13.99043333	14.52778333	12.51913333	12.50168333	12.93653333
ENSMUSG00000029994	Anxa4	103.4331667	100.2205833	93.76963333	91.74896667	85.92581667
ENSMUSG00000029993	Nfu1	45.89651667	47.37095	22.24274167	37.53221667	40.54831667
ENSMUSG00000029992	Gfpt1	25.90858333	25.67088333	24.67538333	27.87323333	26.73168333
ENSMUSG00000029999	Tgfa	5.983725	8.708193333	8.75894	9.383026667	12.39295
ENSMUSG00000029998	Pcyox1	58.27433333	48.3428	38.86938333	49.79468333	43.48188333
ENSMUSG00000006464	Bbs1	0.863470167	0.9149875	1.73099	0.841542167	0.859187
ENSMUSG00000006463	Zdhhc24	9.941083333	9.82653	3.667666667	8.182601667	6.756118333
ENSMUSG00000020607	Fam84a	4.761155	6.977335	13.62298333	8.864425	12.52751667
ENSMUSG00000073771	Btbd19	36.37025	28.13691667	6.830696667	35.75246667	25.63406667
ENSMUSG00000073775	Kti12	6.18329	5.55228	3.806963333	6.710673333	7.607123333
ENSMUSG00000034120	Srsf2	136.0713333	135.8773333	116.2761667	134.7386667	151.4546667
ENSMUSG00000034121	Mks1	3.712691667	4.690118333	3.149223333	2.860421667	2.636163333
ENSMUSG00000034126	Pomt2	5.540131667	5.319601667	4.264258333	5.586801667	5.064178333
ENSMUSG00000034127	Tspan8	23.4364	11.17101667	114.834	38.44716667	15.56403333
ENSMUSG00000074093	Svip	1.679476667	2.028845	3.924978333	1.71878	1.932581667
ENSMUSG00000029330	Cds1	5.872905	3.032105	15.18815	6.304525	3.660451667
ENSMUSG00000029333	Rasgef1b	0.971256333	0.8419	5.354888333	1.440583333	0.815722
ENSMUSG00000029335	Bmp3	0.839142667	0.811472	5.208308333	1.137641667	1.209221667
ENSMUSG00000029334	Prkg2	26.61873333	30.58068333	5.627975	25.35145	34.6272
ENSMUSG00000029337	Fgf5	2.472813333	3.72702	3.603795	2.160121667	3.30621
ENSMUSG00000029338	Antxr2	5.752298333	5.64674	7.429285	6.180846667	5.821543333
ENSMUSG00000003178	Mical3	5.562225	6.754035	8.623676667	6.929403333	6.304525
ENSMUSG00000046434	Hnrnpa1	332.0858333	434.0535	183.0153333	257.2108333	390.111
ENSMUSG00000035299	Mid1	4.140555	4.936728333	6.711966667	3.901968333	4.563121667
ENSMUSG00000035293	G2e3	7.12519	7.440263333	7.320253333	7.656418333	8.327721667
ENSMUSG00000035297	Cops4	21.55001667	25.21395	22.69313333	20.98526667	26.49105
ENSMUSG00000042535	Gtpbp1	13.73576667	15.91316667	11.35541667	12.08083333	14.02908333
ENSMUSG00000007415	Gatad1	20.64063333	22.22531667	21.73215	17.92466667	25.07146667
ENSMUSG00000007411	Mark3	19.77331667	19.53675	20.54438333	22.62068333	21.73215
ENSMUSG00000057236	Rbbp4	59.5892	62.19873333	68.91241667	53.51228333	67.58813333
ENSMUSG00000027340	Slc23a2	11.33146667	10.06135833	11.3432	9.269185833	8.223998333
ENSMUSG00000057230	Aak1	14.884	11.59926667	10.56991667	9.400326667	8.860666667
ENSMUSG00000078546	2210404O09Rik	2.696418333	2.239021667	2.948758333	3.089555	2.450916667
ENSMUSG00000075327	Zbtb2	2.786325	2.69577	2.543615	2.632086667	2.74599
ENSMUSG00000045160	Bola3	30.91121667	23.7935	18.362	19.92766667	27.02963333
ENSMUSG00000014402	Tsg101	30.64135	30.99273333	33.2853	34.99096667	35.54495
ENSMUSG00000078896	Gm8923	12.43345	9.4751	13.60576667	10.567	8.462756667
ENSMUSG00000001151	Pcnt	4.837776667	5.922365	8.068593333	5.640445	6.437576667
ENSMUSG00000001150	Mcm3ap	8.832875	8.40862	10.64835	13.53103333	10.30507667
ENSMUSG00000001156	Mxd1	4.930095	5.405153333	8.677591667	6.78333	5.808026667
ENSMUSG00000001158	Snrnp27	48.77311667	44.9422	33.39815	42.6321	40.61516667
ENSMUSG00000078898	Gm4723	15.74303333	11.8205	12.05386667	14.13715	8.918203333
ENSMUSG00000078899	Gm4631	19.61775	16.14695	16.69105	17.57483333	13.29508333
ENSMUSG00000078201	Tmem203	7.194435	6.04489	7.418748333	10.14133667	6.433621667
ENSMUSG00000032212	Sltm	24.04635	21.27568333	20.25791667	22.17600833	21.13763333
ENSMUSG00000032216	Nedd4	218.6291667	220.6263333	225.663	208.614	211.4743333
ENSMUSG00000032217	Rnf111	12.40811667	11.47245	11.81226667	14.25298333	11.91996667
ENSMUSG00000032215	Rsl24d1	27.10435	28.62476667	24.9038	26.70336667	32.91885
ENSMUSG00000032218	Ccnb2	11.34871667	28.67881667	8.132121667	11.98201667	34.36338333
ENSMUSG00000040265	Dnm3	1.859511667	1.19295	0.856961333	0.948491	1.630761667
ENSMUSG00000040268	Plekha1	33.78305	34.68208333	48.60875	35.79461667	36.95358333
ENSMUSG00000040269	Mrps28	13.40396667	15.86716667	6.77415	9.845403333	17.79756667
ENSMUSG00000024251	Thada	4.546235	5.055356667	3.361078333	5.099505	4.802105
ENSMUSG00000000282	Mnt	8.347668333	8.984938333	9.083646667	7.313991667	8.633688333
ENSMUSG00000024259	Slc25a46	10.50353333	9.819105	10.47381667	10.99248333	9.964691667
ENSMUSG00000024258	Polr2d	12.16411667	14.15951667	10.12367167	11.12115	15.85795
ENSMUSG00000027555	Car13	14.28678333	15.11821667	14.0467	11.26968333	13.88503333
ENSMUSG00000059486	Kbtbd2	16.89848333	15.71365	15.81671667	16.87725	14.96561667
ENSMUSG00000059482	2610301B20Rik	12.25403333	10.8053	10.21996667	8.567458333	7.79686
ENSMUSG00000027552	E2f5	11.24696667	12.87591667	10.89276667	11.91315	14.07313333
ENSMUSG00000005107	Slc2a9	3.52	3.921456667	0.726264333	2.256548333	2.264166667
ENSMUSG00000005102	Eif2ak4	5.228693333	6.001711667	6.143271667	5.385018333	5.996698333
ENSMUSG00000005103	Wdr1	89.23181667	102.4099	97.80301667	94.09423333	112.1483333
ENSMUSG00000055485	Soga1	3.9645	4.505671667	1.584713333	2.61252	3.088456667
ENSMUSG00000002944	Cd36	0.122618333	0.025220217	2.710725	0.137172667	0.010171318
ENSMUSG00000015354	Pcolce2	1.180121667	2.643905	0.087303083	1.712645	4.020483333
ENSMUSG00000015357	Clpx	11.96681667	11.518	14.7937	14.20211667	13.04535
ENSMUSG00000040482	Dxo	10.67961667	14.17616667	12.5775	11.15308333	11.14486667
ENSMUSG00000040483	Xaf1	7.214503333	10.8099	10.84831667	5.226758333	7.570316667
ENSMUSG00000040481	Bptf	20.58523333	18.85336667	19.27718333	21.43003333	18.03763333
ENSMUSG00000040488	Ltbp4	9.877226667	5.52	30.620975	10.73921667	8.984938333
ENSMUSG00000051306	Usp42	5.979386667	6.040763333	4.312856667	6.104671667	5.772603333
ENSMUSG00000047281	Sfn	84.1885	108.4148333	157.911	143.0365	186.0353333
ENSMUSG00000047284	Neurl4	15.69253333	15.66576667	18.50163333	15.7103	14.8548
ENSMUSG00000030067	Foxp1	10.97835	12.3742	9.006926667	10.19933333	13.11128333
ENSMUSG00000057229	Atp5sl	4.385336667	4.912558333	11.14591667	5.12181	5.199643333
ENSMUSG00000095463	Entpd4	9.8244	7.999708333	20.31028333	13.56958333	10.20049167
ENSMUSG00000031760	Mt3	0.840680333	0.764220167	2.553735	0.549091833	0.300156667
ENSMUSG00000052763	Zfp212	6.12254	6.46483	5.840251667	5.432343333	5.600803333
ENSMUSG00000018042	Cyb5r3	304.685	289.7481667	143.0365	193.104	190.5038333
ENSMUSG00000018040	Rrp7a	41.76848333	48.8871	21.17763333	38.34878333	43.29081667
